STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2021,,2912,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2022,,4419,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2023,,4829,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2024,,5447,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,RO,Romania,2015,,5148,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,RO,Romania,2016,,4988,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,RO,Romania,2017,,5663,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,RO,Romania,2018,,5577,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,RO,Romania,2019,,5906,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,RO,Romania,2020,,3720,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,RO,Romania,2021,,4271,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,RO,Romania,2022,,5795,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,RO,Romania,2023,,6151,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,RO,Romania,2024,,5942,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2015,,12741,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2016,,12800,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2017,,13331,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2018,,13547,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2019,,14617,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2020,,8129,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2021,,8027,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2022,,12879,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2023,,13308,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SE,Sweden,2024,,13626,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2015,,628,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2016,,611,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2017,,570,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2018,,568,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2019,,572,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2020,,338,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2021,,504,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2022,,645,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2023,,742,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SI,Slovenia,2024,,886,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2015,,3411,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2016,,3484,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2017,,3754,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2018,,3792,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2019,,3957,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2020,,2133,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2021,,1969,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2022,,3168,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2023,,3543,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,SK,Slovakia,2024,,3571,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2015,,3708,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2016,,3323,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2017,,3633,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2018,,4374,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2019,,4912,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2020,,1520,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2021,,2251,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2022,,5922,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2023,,6245,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,TR,Türkiye,2024,,6273,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2015,,66594,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2016,,68010,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2017,,68912,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2018,,69706,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,UK,United Kingdom,2019,,71823,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,AT,Austria,2015,,280060,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,AT,Austria,2016,,286990,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,AT,Austria,2017,,288503,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,AT,Austria,2018,,307647,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,AT,Austria,2019,,314892,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,AT,Austria,2020,,191272,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,AT,Austria,2021,,217501,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,AT,Austria,2022,,292479,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,AT,Austria,2023,,325362,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,AT,Austria,2024,,348219,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BA,Bosnia and Herzegovina,2015,,512,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BA,Bosnia and Herzegovina,2016,,418,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BA,Bosnia and Herzegovina,2017,,472,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BA,Bosnia and Herzegovina,2018,,549,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BA,Bosnia and Herzegovina,2019,,657,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BA,Bosnia and Herzegovina,2020,,181,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BA,Bosnia and Herzegovina,2021,,250,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BA,Bosnia and Herzegovina,2022,,442,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BA,Bosnia and Herzegovina,2023,,448,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BA,Bosnia and Herzegovina,2024,,421,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BE,Belgium,2015,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BE,Belgium,2016,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BE,Belgium,2017,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BE,Belgium,2018,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BE,Belgium,2019,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BE,Belgium,2020,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BE,Belgium,2021,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BE,Belgium,2022,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BE,Belgium,2023,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BE,Belgium,2024,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BG,Bulgaria,2015,,22518,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BG,Bulgaria,2016,,21425,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BG,Bulgaria,2017,,21195,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BG,Bulgaria,2018,,21329,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BG,Bulgaria,2019,,21329,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BG,Bulgaria,2020,,16808,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BG,Bulgaria,2021,,17142,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BG,Bulgaria,2022,,23065,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BG,Bulgaria,2023,,21811,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,BG,Bulgaria,2024,,21141,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CH,Switzerland,2015,,582889,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CH,Switzerland,2016,,602659,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CH,Switzerland,2017,,607941,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CH,Switzerland,2018,,607567,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CH,Switzerland,2019,,635595,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CH,Switzerland,2020,,402610,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CH,Switzerland,2021,,420912,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CH,Switzerland,2022,,536207,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CH,Switzerland,2023,,607748,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CH,Switzerland,2024,,641799,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CZ,Czechia,2015,,176146,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CZ,Czechia,2016,,178766,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CZ,Czechia,2017,,182724,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CZ,Czechia,2018,,189288,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CZ,Czechia,2019,,193569,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CZ,Czechia,2020,,129308,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CZ,Czechia,2021,,135083,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CZ,Czechia,2022,,174327,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CZ,Czechia,2023,,183979,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,CZ,Czechia,2024,,191171,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DE,Germany,2015,,2684908,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DE,Germany,2016,,2813782,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DE,Germany,2017,,2831443,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DE,Germany,2018,,2880558,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DE,Germany,2019,,2938023,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DE,Germany,2020,,1752198,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DE,Germany,2021,,1761388,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DE,Germany,2022,,2505856,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DE,Germany,2023,,2727923,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DE,Germany,2024,,2929624,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DK,Denmark,2015,,212253,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DK,Denmark,2016,,211399,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DK,Denmark,2017,,206566,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DK,Denmark,2018,,205307,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DK,Denmark,2019,,206601,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DK,Denmark,2020,,133900,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DK,Denmark,2021,,134076,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DK,Denmark,2022,,184897,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DK,Denmark,2023,,202866,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,DK,Denmark,2024,,210447,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EE,Estonia,2015,,6659,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EE,Estonia,2016,,6926,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EE,Estonia,2017,,7433,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EE,Estonia,2018,,7759,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EE,Estonia,2019,,8373,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EE,Estonia,2020,,5984,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EE,Estonia,2021,,6077,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EE,Estonia,2022,,7129,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EE,Estonia,2023,,7805,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EE,Estonia,2024,,7944,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EL,Greece,2015,,16040,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,EL,Greece,2016,,15582,,,,,
